"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Race"	"Race Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Colorado"	"08"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	16	205873	Unreliable
	"2016"	"2016"	"Connecticut"	"09"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	12	26866	Unreliable
	"2016"	"2016"	"Connecticut"	"09"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	29	27430	105.7
	"2016"	"2016"	"Connecticut"	"09"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	19	21166	Unreliable
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	17	188584	Unreliable
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	44	200813	21.9
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	57	165178	34.5
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	147	172049	85.4
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	41	166826	24.6
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	153	163351	93.7
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	65	223334	29.1
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	143	213487	67.0
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	40	226072	17.7
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	108	214530	50.3
	"2016"	"2016"	"Connecticut"	"09"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	17	135184	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	13	39617	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	18	43008	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	47	44184	106.4
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	12	37624	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	27	37116	72.7
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	15	46473	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	41	44602	91.9
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	15	52904	Unreliable
	"2016"	"2016"	"Delaware"	"10"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	17	47730	Unreliable
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	17	18021	Unreliable
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Female"	"F"	22	22673	97.0
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	53	19104	277.4
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Female"	"F"	24	24059	99.8
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	68	19496	348.8
	"2016"	"2016"	"District of Columbia"	"11"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Male"	"M"	22	10669	206.2
	"2016"	"2016"	"District of Columbia"	"11"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	10	44456	Unreliable
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Female"	"F"	20	284205	7.0
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Male"	"M"	50	273667	18.3
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Female"	"F"	22	243612	9.0
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	39	218700	17.8
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Female"	"F"	31	233438	13.3
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	49	208665	23.5
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Female"	"F"	19	206312	Unreliable
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	44	175514	25.1
	"2016"	"2016"	"Florida"	"12"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Male"	"M"	22	99930	22.0
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	86	870106	9.9
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	189	921004	20.5
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	257	977600	26.3
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	666	1021746	65.2
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	279	935313	29.8
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	604	945903	63.9
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	294	1111148	26.5
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	459	1092779	42.0
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	234	1182604	19.8
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	377	1074237	35.1
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	67	1059969	6.3
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	71	932072	7.6
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"75-84 years"	"75-84"	"Female"	"F"	19	615007	Unreliable
	"2016"	"2016"	"Florida"	"12"	"White"	"2106-3"	"75-84 years"	"75-84"	"Male"	"M"	16	515034	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Female"	"F"	13	265265	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Male"	"M"	18	236338	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Female"	"F"	14	251988	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	15	205098	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Female"	"F"	15	243911	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	26	202993	12.8
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Female"	"F"	14	201922	Unreliable
	"2016"	"2016"	"Georgia"	"13"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	27	162416	16.6
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	52	429526	12.1
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	57	410855	13.9
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	128	424081	30.2
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	73	406596	18.0
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	102	412457	24.7
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	90	446970	20.1
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	110	452648	24.3
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	59	422362	14.0
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	84	401826	20.9
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"65-74 years"	"65-74"	"Female"	"F"	21	321938	6.5
	"2016"	"2016"	"Georgia"	"13"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	18	285927	Unreliable
	"2016"	"2016"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"45-54 years"	"45-54"	"Male"	"M"	22	58729	37.5
	"2016"	"2016"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"55-64 years"	"55-64"	"Female"	"F"	13	63994	Unreliable
	"2016"	"2016"	"Hawaii"	"15"	"Asian or Pacific Islander"	"A-PI"	"55-64 years"	"55-64"	"Male"	"M"	17	57844	Unreliable
	"2016"	"2016"	"Hawaii"	"15"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	12	29628	Unreliable
	"2016"	"2016"	"Hawaii"	"15"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	12	27452	Unreliable
	"2016"	"2016"	"Hawaii"	"15"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	15	30492	Unreliable
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	21	105172	20.0
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	10	96088	Unreliable
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	17	98834	Unreliable
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	17	94675	Unreliable
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	15	102379	Unreliable
	"2016"	"2016"	"Idaho"	"16"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	19	98532	Unreliable
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"25-34 years"	"25-34"	"Male"	"M"	23	136636	16.8
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Female"	"F"	25	129384	19.3
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"35-44 years"	"35-44"	"Male"	"M"	37	110826	33.4
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Female"	"F"	42	132030	31.8
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"45-54 years"	"45-54"	"Male"	"M"	95	112129	84.7
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Female"	"F"	29	125380	23.1
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	74	100129	73.9
	"2016"	"2016"	"Illinois"	"17"	"Black or African American"	"2054-5"	"65-74 years"	"65-74"	"Male"	"M"	18	54414	Unreliable
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	28	631883	4.4
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	65	661084	9.8
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	61	659141	9.3
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	162	687425	23.6
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	56	624966	9.0
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	137	644662	21.3
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	80	678382	11.8
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	103	683273	15.1
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	55	682976	8.1
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	78	662998	11.8
	"2016"	"2016"	"Illinois"	"17"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	13	417695	Unreliable
	"2016"	"2016"	"Indiana"	"18"	"Black or African American"	"2054-5"	"55-64 years"	"55-64"	"Male"	"M"	11	31802	Unreliable
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	10	381408	Unreliable
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	27	397746	6.8
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	42	359631	11.7
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	95	366067	26.0
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	45	347980	12.9
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	70	351625	19.9
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	51	383179	13.3
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	68	382695	17.8
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	42	397063	10.6
	"2016"	"2016"	"Indiana"	"18"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	50	382448	13.1
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	11	202890	Unreliable
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	20	180593	11.1
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	15	170143	Unreliable
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	20	183219	10.9
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	26	183551	14.2
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	16	202002	Unreliable
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	28	198587	14.1
	"2016"	"2016"	"Iowa"	"19"	"White"	"2106-3"	"65-74 years"	"65-74"	"Male"	"M"	10	131569	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	10	183667	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	10	161427	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	17	168135	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"35-44 years"	"35-44"	"Female"	"F"	15	149120	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"35-44 years"	"35-44"	"Male"	"M"	17	153779	Unreliable
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"45-54 years"	"45-54"	"Female"	"F"	21	158572	13.2
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"45-54 years"	"45-54"	"Male"	"M"	27	157984	17.1
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"55-64 years"	"55-64"	"Female"	"F"	26	174158	14.9
	"2016"	"2016"	"Kansas"	"20"	"White"	"2106-3"	"55-64 years"	"55-64"	"Male"	"M"	22	166628	13.2
	"2016"	"2016"	"Kentucky"	"21"	"White"	"2106-3"	"15-24 years"	"15-24"	"Female"	"F"	12	247998	Unreliable
	"2016"	"2016"	"Kentucky"	"21"	"White"	"2106-3"	"15-24 years"	"15-24"	"Male"	"M"	28	262360	10.7
	"2016"	"2016"	"Kentucky"	"21"	"White"	"2106-3"	"25-34 years"	"25-34"	"Female"	"F"	65	250218	26.0
	"2016"	"2016"	"Kentucky"	"21"	"White"	"2106-3"	"25-34 years"	"25-34"	"Male"	"M"	90	253792	35.5
